011189,0029,MOSHOLU PKWY,E GUN HILL RD,JEROME AVE,25
011190,0093,E GUN HILL RD,E 233RD ST,JEROME AVE,25
011191,0078,E 233RD ST,WESTCHESTER CO LINE,JEROME AVE,25
011192,0047,EASTCHESTER RD,E 233RD ST,LACONIA AVE,25
011193,0029,RANDALL AVE,BRUCKNER BLVD,LEGGETT AVE,25
011194,0012,NY CO LINE,IN87,MACOMBS DM BR,25
011195,0026,IN87,JEROME AVE,MACOMBS DM BR,25
011196,0086,THIRD AVE,E 165TH ST,MELROSE AVE,25
011197,0010,VIREO AVE,BRONX RIVER PKWY,NEREID AVE,25
011198,0016,CO-OP CITY BLVD,CONNER ST,PEARTREE AVE,25
011199,0072,SOUTHERN BLVD,E 163RD ST,PROSPECT AVE,25
011200,0083,E 163RD ST,BOSTON RD,PROSPECT AVE,25
011202,0051,TRUXTON ST,HUNTS PT AVE,RANDALL AVE,25
011203,0004,WESTCHESTER AVE,E 163RD ST,REV J POLITE A,25
011204,0055,E 149TH ST,PARK N RIDE LT,RIVER AVE,25
011205,0073,230TH ST,H HUDSON PKY W,RIVERDALE AVE,25
011206,0080,W 254TH ST,WESTCHESTER CO LINE,RIVERDALE AVE,30
011207,0106,UNDERCLIFF AVE,W 179TH ST,SEDGWICK AVE,25
011208,0013,E TREMONT AVE,WILLAMSBRG RD,SILVER ST,25
011209,0027,E 163RD ST,WESTCHESTER AV,SOUTHERN BLVD,25
011210,0093,WESTCHESTER AV,BOSTON RD,SOUTHERN BLVD,25
011211,0037,BOSTON RD,E TREMONT AVE,SOUTHERN BLVD,25
011212,0101,E TREMONT AVE,E FORDHAM RD,SOUTHERN BLVD,25
011213,0006,NY CO LINE,BRUCKNER BLVD,THIRD AVE,30
011214,0012,BRUCKNER BLVD,IN87,THIRD AVE,30
011215,0076,IN87,WILLIS AVE,THIRD AVE,30
011216,0080,WILLIS AVE,BOSTON RD,THIRD AVE,30
011217,0047,RANDALL AVE,BRUCKNER EXPWY,TIFFANY ST,0
011218,0067,BOSCOBEL PL,W TREMONT AVE,UNIVERSITY AVE,25
011219,0100,W TREMONT AVE,W FORDHAM RD,UNIVERSITY AVE,30
011220,0044,W FORDHAM RD,E KINGSBRIDGE RD,UNIVERSITY AVE,30
011221,0028,BROADWAY,BAILEY AVE,VN CRTLNDT PK S,25
011222,0008,CEDAR AVE,SEDGEWICK AVE,W 179TH ST,25
011223,0007,NY CO LINE,MAJ DEEGN EXPY,W 225TH ST,25
011224,0032,JOHNSON AVE,BROADWAY,W 230TH ST,25
011225,0006,H HUDSON PKY W,RIVERDALE AVE,W 239TH ST,25
011226,0010,NY CO LINE,I 87,W FORDHAM RD,25
011227,0042,I 87,UNIVERSITY AVE,W FORDHAM RD,25
011228,0020,UNIVERSITY AVE,JEROME AVE,W FORDHAM RD,25
011229,0033,W MOSHOLU PKY,JEROME AVE,W GUN HILL RD,25
011230,0065,MAJ DEEGAN EXP,JEROME AVE,W KINGSBRDG RD,25
011231,0087,SEDGEWICK AVE,GRD BLV&CNCRS,W TREMONT AVE,30
011232,0122,E 165TH ST,I 95,WEBSTER AVE,25
011233,0077,E FORDHAM RD,E MOSHOLU PKY,WEBSTER AVE,25
011234,0082,E MOSHOLU PKY,E GUN HILL RD,WEBSTER AVE,25
011235,0123,E GUN HILL RD,E 233RD ST,WEBSTER AVE,35
011236,0086,THIRD AVE,PROSPECT AVE,WESTCHESTR AV,25
011237,0062,PROSPECT AVE,SOUTHERN BLVD,WESTCHESTR AV,25
011238,0040,SOUTHERN BLVD,IN895,WESTCHESTR AV,25
011239,0066,IN895,BRONX RIVER PKWY,WESTCHESTR AV,25
011240,0071,BRONX RIVER PKWY,IN95,WESTCHESTR AV,25
011241,0047,IN95,CASTLE HILL AVE,WESTCHESTR AV,25
011242,0069,CASTLE HILL AVE,WILLMSBRDG RD,WESTCHESTR AV,25
011243,0129,WILLMSBRDG RD,IN95,WESTCHESTR AV,25
011245,0036,BRUCKNER BL EN,WESTCHESTER AVE,WHITLOCK AVE,25
011246,0019,E TREMONT AVE,EASTCHESTER RD,WILLIMSBRDG RD,25
011247,0012,EASTCHESTER RD,SACKET AVE,WILLIMSBRDG RD,25
011248,0093,SACKET AVE,BRX/PELHAM PKY,WILLIMSBRDG RD,30
011249,0060,BRX/PELHAM PKY,ALLERTON AVE,WILLIMSBRDG RD,30
011250,0022,NY CO LINE,RAMP TO BRUCKNER BLVD,WILLIS AVE,25
011251,0008,RAMP TO BRUCKNER BLVD,IN 87,WILLIS AVE,25
011252,0018,IN 87,E 138TH ST,WILLIS AVE,25
011253,0026,ALEXANDER AVE,RAMP 87SB,E 134TH ST,0
011254,0026,E 241ST ST,WESTCHESTER CO LINE,WHITE PLAINS RD,25
011255,0041,BOSTON RD,ADEE AVE,WILLIMSBRDG RD,25
011256,0083,WHITE PLAINS R,ZEREGA AVE,BRUCKNER BLV EN,35
011257,0125,ZEREGA AVE,THROGS NECK EX,BRUCKNER BLV EN,30
011258,0045,THROGS NECK EX,COUNTRY CLUB R,BRUCKNER BLV EN,30
011259,0076,COUNTRY CLUB R,WESTCHESTER AVE,BRUCKNER BLV EN,30
011260,0045,JARVIS AVE,THROGS NECK EX,BRUCKNR BLV SW,25
011261,0122,THROGS NECK EX,ZEREGA AVE,BRUCKNR BLV SW,30
011262,0085,ZEREGA AVE,WHITE PLAINS RD,BRUCKNR BLV SW,35
011263,0068,WHITE PLAINS RD,BRONX RIVER PK,BRUCKNR BLV SW,35
011264,0078,BRONX RIVER PK,SHERIDAN EXP,BRUCKNR BLV SW,35
011265,0080,E 167ND ST,CROSS BNX EXP,GRAND CONCRSE,25
011266,0042,CROSS BNX EXP,E TREMONT AVE,GRAND CONCRSE,25
012000,0327,BOSTON RD,E 241ST ST,WHITE PLAINS RD,25
012001,0275,BOSTON RD,FORDHAM RD,THIRD AVE,30
012002,0021,W FORDHAM RD,BAILEY AVE,SEDGWICK AVE,25
012003,0252,E 163RD ST,THIRD AVE,WASHINGTON AVE,25
012004,0266,THIRD AVE,E 175 ST,MORRIS AVE,25
012005,0214,ERICSON PL,SCHURZ AVE,E TREMONT AVE,30
012007,0210,E FORDHAM RD,JEROME AVE,BAINBRIDGE AVE,25
012008,0180,BRONX PARK E,GUN HILL RD,ALLERTON AVE,25
012009,0093,PELHAM PKWY S,BOSTON RD,LACONIA AVE,0
012010,0174,E TREMONT AVE,EASTCHESTER RD,MORRIS PARK AV,25
012011,0167,MAJ DEEGN EXPY,JEROME AVE,GERARD AVE,0
012012,0161,SEDGWICK AVE,VN CRTLNDT PK,BAILEY AVE,30
012013,0151,WHITE PLAINS R,BAYCHESTER AVE,E 222ND ST,30
012014,0150,SHORE RD CIR,WESTCHESTER CO LINE,SHORE RD,35
012014,0002,SHORE RD,SHORE RD CIRCL,SHORE RD,35
012015,0028,3RD AVE,ST ANNS AVE,E 149TH ST,25
012016,0148,METCALF AVE,ZEREGA AVE,LAFAYETTE AVE,0
012017,0150,E 132ND ST,BOSTON RD,ST ANNS AVE,25
012018,0150,SOUTHERN BLVD,E 169TH ST,TINTON AVE,0
012019,0115,BRONX BLVD,GUN HILL RD,BURKE AVE,0
012020,0140,BRUCKNER BLVD,E 163RD ST,SOUTHERN BLVD,25
012021,0130,H HUDSON PKY,H HUDSON PKY E,JOHNSON AVE,30
012022,0129,HLLCK ST@E BAY,HALLCK@RYAWA,FOOD CENTER DR,0
012023,0123,WEBSTER AVE,BOSTON RD,E 180TH ST,25
012024,0123,E TREMONT AVE,E KINGSBRDG RD,VALENTINE AVE,25
012025,0122,THIRD AVE,CROTONA PARK N,FULTON AVE,0
012026,0122,WESTCHESTER AV,E TREMONT AVE,WESTFARMS RD,30
012027,0121,PELHAM PKWY N,GUN HILL RD,BRONXWOOD AVE,30
012030,0109,JEROME AVE,UNIVERSITY AVE,OGDEN AVE,25
012031,0106,BRUCKNER EXPY,CASTLE HILL AV,ZEREGA AVE,25
012032,0100,BRONXDALE AVE,PELHAM PKWY S,NEILL AVE,0
012033,0098,WHITE PLAINS R,ROSEDALE AVE,SOUND VIEW AVE,0
012034,0099,PELHAM PKWY N,BURKE AVE,BRONX PARK E,0
012036,0117,PARK AVE,BOSTON RD,E 181ST ST,0
012037,0093,BRUCKNER EXPY,WESTCHESTER AV,CROSBY AVE,30
012038,0093,RESERVOIR AVE,SEDGWICK AVE,GOULDEN AVE,25
012039,0093,ROSEDALE AVE,CASTLE HILL AV,LACOMBE AVE,0
012040,0042,BRONX PELHAM PKWY,E GUN HILL RD,STILLWELL AVE,25
012041,0085,WESTCHESTER AV,E 165 ST,BROOK AVE,25
012042,0084,BRONX RIVER PKWY,BAYCHESTER AVE,NEREID AVE,25
012043,0082,METCALF AVE,PUGSLEY AVE,STORY AVE,25
012044,0081,PARK,LAWTON AVE,PENNYFIELD AVE,0
012045,0080,JEROME AVE,W MSHOLU PKY S,PAUL AVE,0
012046,0078,JEROME AVE,WEBSTER AVE,E 167TH ST,25
012047,0078,PARK N RIDE LT,JEROME AVE,RIVER AVE,30
012048,0076,H HUDSON PKY,BROADWAY,MNHTTN COLL PKY,25
012049,0074,E 170TH ST,BOSTON RD,CLAREMONT PKY,25
012050,0074,ZEREGA AVE,WESTCHESTER AV,COMMERCE AVE,0
012051,0073,THIRD AVE,E 161ST ST,COURTLANDT AVE,25
012052,0034,KAPPOCK ST,W 232ND ST,INDEPENDNCE AV,0
012053,0072,BARNES AVE,SETON AVE,PITMAN AVE,25
012055,0071,JEROME AVE,SHAKESPEARE AV,WOODYCREST AV,25
012056,0032,EASTCHESTER AV,BRONX PELHAM PKWY,STILLWELL AVE,25
012200,0038,VIELE AVE,RANDALL AVE,LONGFELLOW AVE,0
012200,0064,HUNTS POINT AVE,DEAD END,LONGFELLOW AVE,0
012201,0117,GRND CNCRSE,E Fordham Rd E188th St,MORRIS AVE,0
012202,0128,E165h St,CROSS BRX EXPY,PARK AVE,0
012203,0252,PELHAM PKWY S,E 236TH ST,BARMES AVE,0
012204,0100,Service Rd,BRUCKNER BLVD,HOLLYWOOD AVE,0
012204,0068,BRUCKNER BLVD,MIDDLETOWN RD,HOLLYWOOD AVE,0
012205,0005,GIVAN AVE,E 222ND ST,EDSON AVE,0
012206,0027,BRUCKNER BLVD,CBE SERV RD EB,OLMSTEAD AVE,0
012207,0125,WILLIAMSBRIDGE,STILLWELL AVE,ASTOR AVE,0
012208,0077,W 232nd St,W 247th St,INDEPENDNCE AV,0
012209,0103,KAPPOCK ST,SPALDING LA,PALISADE AVE,0
012210,0107,PARK AVE,WESTCHESTER AV,E 165TH ST,0
013000,0024,E 135TH ST(OFF),I87 NB (ON),I87 Exit 1 at I,0
013001,0017,I278 NB (OFF),BRUCKNER BLVD(ON),I278 Exit 47 at,0
013002,0021,I87 SB (OFF),MERGE I87 SB OFF&E 134TH ST,I278 Exit 47 at,0
013004,0008,I87 SB (OFF),E 134TH ST,I87 Exit 2 134t,0
013005,0016,I87 SB (OFF),E 134TH ST,I87 Exit 2 134t,0
013006,0011,I87 NB (OFF),E 135TH ST,I87 Exit 2 134t,0
013007,0016,E 135TH ST (OFF),I87 NB (ON),I87 Exit 2 134t,0
013009,0013,GERARD AVE,I87 NB (ON),I87 Exit 3 E 13,0
013010,0015,I87 SB (OFF),EXTERIOR ST,I87 Exit 3 E 13,0
013011,0008,MRG E 135TH ST&GRND CNCS OFF,I87 SB (ON),I87 Exit 3 E 13,0
013012,0018,I87 NB (OFF),E 157TH ST,I87 Exit 5 & 6,0
013013,0010,Sedgwick Ave,I87 NB (ON),I87 Exit 5 & 6,0
013014,0021,I87 SB (OFF),E 153RD ST OFF RAMP,I87 Exit 5 & 6,0
013016,0036,I95 SB ( OFF),DIVERGE TO I87 SB&NB,I87 Exit 7 95I,0
013017,0026,MERGE WITH I95 EB OFF,I87 NB (ON),I87 Exit 7 95I,0
013018,0028,I87 SB (OFF),DIVERGE TO I95 EB&WB,I87 Exit 7 95I,0
013019,0024,MERGE I87 NB&SB OFF,I95 NB (ON),I87 Exit 7 95I,0
013021,0015,I87 NB (OFF),W 179TH ST,I87 Exit 8 179t,0
013022,0012,W 179TH ST(OFF),I87 NB (ON),I87 Exit 8 179t,0
013023,0025,I87 NB (OFF),W FORDHAM RD,I87 Exit 9 Ford,0
013024,0010,W FORDHAM RD,I87 NB (ON),I87 Exit 9 Ford,0
013025,0013,I87 SB (OFF),W FORDHAM RD,I87 Exit 9 Ford,0
013026,0021,W FORDHAM RD,I87 SB 9ON),I87 Exit 9 Ford,0
013027,0018,I87 NB (OFF),W 230TH ST,I87 Exit 10 230,0
013028,0010,W 230TH ST,I87 NB 9ON),I87 Exit 10 230,0
013029,0022,I87 NB (OFF),VAN CORTLANDT PK S,I87 Exit 11 Van,0
013030,0025,VAN CORTLANDT EX PARK S,I87 NB (ON),I87 Exit 11 Van,0
013031,0019,I87 SB (OFF),VAN CORTLANDT PK S,I87 Exit 11 Van,0
013032,0016,VAN CORTLANDT PK S,I87 SB (ON),I87 Exit 11 Van,0
013033,0029,I87 NB (OFF),JEROME AVE,I87 Exit 13 E 2,0
013034,0022,CENTRAL PARK AVE,I87 NB 9ON),I87 Exit 13 E 2,0
013035,0015,CENTRAL PARK AVE(OFF),I87 SB (ON),I87 Exit 13 E 2,0
013036,0019,I87 NB (OFF),CENTRAL PARK AVE,I87 Exit 14 Cen,0
013037,0016,I87 SB (OFF),CENTRAL PARK AVE,I87 Exit 14 Cen,0
