026066,40.6526573625,-73.9627900774,OCEAN AVE,PARADE PL
026068,40.6511395887,-73.9633103552,CANTON AVE,CHURCH AVE
026070,40.640584721,-73.9656733299,CONEY ISLAND AVE,E 17TH ST
026071,40.6395283078,-73.9633954129,FLATBUSH AVE,CONEY IS AVE
026074,40.633953513,-73.9635644184,RUGBY RD,E 17TH ST
026075,40.6733387982,-73.9575475713,BEDFORD AVE,CLASSON AVE
026078,40.6700166305,-73.9597644379,CLASSON AVE,FRANKLIN AVE
026079,40.6691302936,-73.9593759541,FRANKLIN AVE,CLASSON AVE
026081,40.6666512582,-73.961189095,WASHINGTON AVE,FRANKLIN AVE
026082,40.6650133169,-73.9613683068,FLATBUSH AVE,MONTGOMERY ST
026085,40.6825915366,-73.9737454917,FLATBUSH AVE,ATLANTIC AVE
026087,40.6155290644,-74.0243643953,7TH AVE,3RD AVE
026093,40.6320098456,-73.9881895958,62ND ST,DAHILL RD
026095,40.6251760776,-73.9917096978,62ND ST,57TH ST
026099,40.6270487358,-73.9802953014,18TH AVE,20TH AVE
026100,40.6265532721,-73.9762236904,AVE I,FOSTER AVE
026113,40.6372667471,-74.0148004241,GOWANUS EXPWY,60TH ST
026117,40.6305691294,-74.0038076412,65TH ST,60TH ST
026121,40.6241710697,-73.9963003927,64TH ST,62ND ST
026132,40.6033496076,-73.9805846614,W 8TH ST,W 7TH ST
028010,40.6925155081,-73.9133281239,BROADWAY,QUEENS CL
028074,40.6268677402,-73.9690419213,MC DONALD AVE,CONEY ISLAND AVE
030182,40.7007707584,-73.4817398346,RT 105,RT 908M SOUTHERN STATE PKWY
030183,40.716149615,-73.4832491796,RT 908M SOUTHERN STATE PKWY,RT 135 OVER
030922,40.7333424895,-73.4699981428,INT B3 RT 24 OVER,INT B4 CENTRAL AVE OVER
030978,40.7092554066,-73.4545093823,ACC RMPS TO SOTHERN ST PKWY,INT B2 BOUNDARY AVE
030979,40.7197101564,-73.4609688384,INT B2 BOUNDARY AVE,INT B3 RT 24 OVER
031344,40.7087125602,-73.4449451797,WOODWARD PKWY,SUNSET AVE
031346,40.663677295,-73.4696514644,GRANADA PL,MERRICK RD
031353,40.7170794225,-73.4806589486,SR 107,NY 135
031354,40.726202369,-73.4750164769,NY 135,MURNAHAN AVE
031355,40.6752683777,-73.47217872,SR 107,SR 27
031358,40.6824001675,-73.4685724114,CLARK AVE,JERUSALEM AVE
031361,40.6833332435,-73.4307319049,SUNRISE HWY,LOUDEN AVE
031364,40.7012794238,-73.4328555434,VIOLET ST,LINDEN ST
031365,40.6603223067,-73.4384162446,SO BAY DR,NASSAU RD
031366,40.6639611764,-73.4591637186,SUNSET BLVD,MERRICK RD
031368,40.6803535291,-73.4718377738,NEW YORK AVE,CLARK AVE
031369,40.7812911732,-73.478046908,OLD COUNTRY RD,SOUTHERN PKWY
031373,40.6813503906,-73.4654962131,BROADWAY,PARKSIDE BLVD
031374,40.6650424847,-73.4264642779,DEAD END,NY 27A
031381,40.8707486021,-73.5972773207,FC CHANGE,BIRCH HLL RD
031382,40.722302211,-73.4453392828,WOODWARD PKWY,POWELL ST
031383,40.7234595406,-73.4423167316,POWELL ST,MAIN ST
031384,40.8048735063,-73.4779823813,SUNNYSIDE BLVD,HICKS WOODBURY
031386,40.7621770016,-73.4781276697,FARMERS AVE,PLAINVIEW RD
031388,40.783204941,-73.4872588629,PHIPPS LA,SOUTHERN PKWY
031389,40.8743763356,-73.5369027584,W SHORE RD,SHORE AVE
031390,40.7857729997,-73.5150515945,MILLER PL,N S PKWY
031391,40.7772067277,-73.5157874996,HICKSVLLE WOOD,RONALD AVE
031392,40.6622249463,-73.4412227799,SUNSET RD,CEDAR DR
031394,40.7687133036,-73.5075048757,OLD COUNTRY RD,PLAINVIEW RD
031395,40.6778389248,-73.476509815,SEAFORD AVE,HICKSVILLE RD
031397,40.7045520912,-73.4557781628,NO BROADWAY,MASSAPEQUA PK
031401,40.6782449159,-73.4677091024,VETERANS BLVD,CLARK AVE
031405,40.7968513347,-73.514223892,LIE SERIVCE RD,BIRCHWOOD PK
031407,40.7943518852,-73.5111030139,LIE SERIVCE RD,MARLENE DR
031408,40.7773738807,-73.5147765274,MILLER RD,VINCENT RD
031409,40.7968098238,-73.4751439778,SUNNYSIDE BLVD,MANETTO HILL
034078,40.717233682,-73.4698343191,MURNAHAN AVE,MERRITTS RD
034079,40.6967196284,-73.5342047709,SR 107,MAGNOLIA DR
034138,40.7050953331,-73.5003916773,WANTAGH AVE,SEAMANS NECK
036786,40.7369067329,-73.4745351572,PARMA DR,THORNE AV
036814,40.7611116474,-73.595876997,ASBURY AVE,DEAD END
036908,40.7176983222,-73.4600680324,BOUNDARY AVE,FARMINGDALE VL
050098,40.6414719343,-73.7444392262,182ND ST & 150TH DR,BROOKVILLE BLVD
051143,40.5883270472,-73.8008898419,WSHORE FRONT PKY,ROCKAWAY FWY
051145,40.5840700145,-73.8293834278,B 116TH ST,CROSS BAY PKWY
051147,40.5692490031,-73.8754424799,MARINE PKY BRG,RIIS PARK ENT
051149,40.5704258928,-73.8732608758,BEACH CHANNEL,MARINE PKY BRG
051284,40.5907319516,-73.8060700786,BEACH 84TH ST,BEACH 79RD ST
051286,40.561947215,-73.9030516499,BEACH 201ST ST,BEACH 169TH ST
053057,40.708314397,-73.8417946579,Ramp Begins,Ramp Ends
053059,40.7097845658,-73.8392831503,MERGE FROM METROPOLITAN AVE,908B EB (ON)
054296,40.653576896,-73.8326404509,165TH AVE,160TH AVE
054312,40.5826736882,-73.8222946686,SHORE FRNT PKY,ROCKWY BCH BLV
054316,40.5715630113,-73.8633535986,ROCKAWAY BCH BLVD,NEWPORT AVE
054322,40.5906165183,-73.8010143817,ROCKAWAY FWY,BCH CHANNEL DR
056110,40.6654011899,-73.8412006029,SHORE PKWY,NASSAU EXP
061107,40.570590025,-74.122741245,TYSENS LA,RICHMOND RD
061109,40.5727416774,-74.1466014926,RICHMOND HILL RD,OLD MILL RD
061111,40.6144078824,-74.0663707117,HYLAN BLVD,GREENFIELD AVE
061112,40.6259098326,-74.0750663908,GREENFIELD AVE,VAN DUZER ST
061114,40.6022391084,-74.1312748771,BRIELLE AVE,I 278
061115,40.6113010282,-74.1323632663,I 278,VICTORY BLVD
061118,40.6247564608,-74.1140993948,CLOVE RD,FOREST AVE
061120,40.600032158,-74.081238129,HYLAN BLVD,RICHMOND RD
061122,40.6150712933,-74.1023229297,I 278,VICTORY BLVD
061123,40.6174376394,-74.1042655411,VICTORY BLVD,BROADWAY
061124,40.623312137,-74.1137164932,BROADWAY,DELAFIELD AVE
061125,40.6357775321,-74.1263821339,DELAFIELD AVE,RICHMOND TERR
061126,40.6287812032,-74.1244514007,MANOR RD,CLOVE RD
061127,40.6250388776,-74.177871277,GULF AVE,GOETHALS RD N
061128,40.6264558505,-74.174448675,GOETHALS RD N,
061129,40.6276660463,-74.1685927596,,SOUTH AVE
061130,40.6256046957,-74.1539334829,SOUTH AVE,MORNINGSTAR RD
061131,40.6248700975,-74.1471442934,MORNINGSTAR RD,WILLOWBRK EXP
061132,40.624320324,-74.1386148586,WILLOWBRK EXP,JEWETT AVE
061133,40.6276889006,-74.1217816435,JEWETT AVE,BROADWAY
061134,40.63148594,-74.0943580504,BROADWAY,VICTORY BLVD
061136,40.5711292127,-74.0899623877,MIDLAND AVE,SAND LANE
061138,40.6272159873,-74.1799846928,FOREST AVE,WESTERN AVE
061139,40.6280328942,-74.1833918306,6th AVE,RMP .18 S OF
061140,40.612853152,-74.1808341297,RMP .18 S OF,BLOOMFIELD RD
061142,40.5427975042,-74.1455173503,RICHMOND AVE,CURRIE AVE
061145,40.5985512006,-74.0796628764,CLOVE RD,STEUBEN ST
061152,40.6189431468,-74.1315314092,VICTORY BLVD,FOREST AVE
061153,40.636364315,-74.1289287766,FOREST AVE,RICHMOND TERR
061154,40.5986557372,-74.063528851,FR CAPODANNO BLVD,I 278
061159,40.6276340838,-74.1481378094,FOREST AVE,HOOKER PL
061161,40.5216965571,-74.2351867167,AMBOY RD,BOSCOMBE AVE
061167,40.5964315334,-74.1621724301,ROCKLAND AVE,VICTORY BLVD
061168,40.6101694985,-74.159648521,VICTORY BLVD,I 278
061170,40.6257021345,-74.147583004,MORNINGSTAR RD,WILLOW RD W
061177,40.6124091226,-74.0879367154,I 278,VAN DUZER ST
061180,40.6406802935,-74.1706428028,WESTERN AVE,SOUTH AVE
061181,40.6398194173,-74.1649414736,SOUTH AVE,SECTION LO9107
061182,40.6397190346,-74.1402144967,MORNINGSTAR RD,WILLOWBRK EXP
064012,40.6334478186,-74.1316272874,WASHINGTON PL,SIMONSON PL
064015,40.6393809091,-74.0902068845,ARNOLD ST,PROSPECT AVE
064017,40.6294761975,-74.0805745495,VAN DUZER ST,ST PAULS
064024,40.6250088865,-74.0784366652,VAN DUZER ST,BAY ST
064028,40.6262961324,-74.0783125576,BROAD ST,WATER ST
064030,40.6321688265,-74.1209425184,CLOVE RD,BEMENT AVE
064038,40.5051957217,-74.2522280207,HYLAN BLVD,AMBOY RD
064044,40.6176624577,-74.1531706772,RICHMOND AVE,WEST WILLOW RD
064065,40.614614217,-74.0651502189,BAY ST,EDGEWATER ST
064066,40.6345099509,-74.144786691,MORNINGSTAR RD,NICHOLAS AVE
064070,40.6323613283,-74.1564141671,DEPUYTER PL,LINDEN AVE
064071,40.6307665098,-74.0876515005,HOWARD AVE,VICTORY BLVD
064073,40.5816344369,-74.1627588269,PLATINUM AVE,RICHMND HILL R
064085,40.5927241523,-74.0719785485,QUINTARD ST,SAND LA
064086,40.5773673456,-74.165671268,MARSH AVE,RICHMOND AVE
064091,40.5926512842,-74.0820245957,HYLAN BLVD,OLYMPIA BLVD
064098,40.5257618643,-74.2207017605,PLEASNT PLNS A,BLOOMINGDLE RD
064099,40.5914367782,-74.0676120641,FR CAPODANNO BLVD,HYLAN BLVD
064101,40.6091660496,-74.1192818049,MANOR RD,SLOSSAN AVE
064104,40.6333606998,-74.1308243232,ANDERSON AVE,CASTLETON AVE
064114,40.5307393477,-74.2227221103,DRUMGOOLE RD,WOODROW RD
064118,40.6327484119,-74.1320620414,POST AVE,ANDERSON AVE
064122,40.6228136058,-74.1468039381,WYONA AVE,FOREST AVE
064123,40.6226237253,-74.1479295403,W CASTELL AVE,FOREST AVE
066038,40.6325298658,-74.1511382023,WALKER ST,RICHMOND TERR
066043,40.6331846313,-74.1581302371,LEYDEN AVE,RICHMOND TERR
066053,40.5367687338,-74.1826117496,AMBOY RD,N RAILROAD ST
066058,40.5713803363,-74.1200491518,S RAILROAD AVE,NEW DORP PLZ
066059,40.5724245284,-74.1187595436,NEW DORP PLZ S,NEW DORP PLZ S
066069,40.63630873,-74.0743079629,BAY ST,M HULBERT AVE
070044,40.9187322895,-72.7215687915,I-495 L.I.E UNDER,MILL RD
071006,40.9144434733,-72.7124071458,RIVER RD,SR25
071009,40.9299155608,-72.638595849,SR 25,CR 105
071011,40.9341214681,-72.7045543116,CR 58,MIDDLE
071030,40.9320819187,-72.6322358712,CR 105,EDGAR AVE
071153,40.9784780282,-72.6043462799,PIER AVE,SOUTHOLD T/L
071397,41.0219097493,-72.2176296451,NORTHWEST RD,HANDS CREEK RD
071401,40.9772130551,-72.1166995017,ATLANTIC AVE,NY 27
071402,40.9744844454,-72.2207893464,RT 27,END
071403,40.9955190076,-72.2093967836,CEDAR ST,SPRINGY BANKS
071408,41.0239853207,-72.216305376,ALEWIFE BRK RD,END
071410,40.9452780551,-72.2558453643,RT 27,MAIN ST
071411,40.9676623226,-72.1575041642,MONTAUK HWY,FURTHER LA
071466,40.8045782823,-73.086181039,FURROWS RD,BROOKHAVEN TNL
071483,40.9426729011,-72.6251578949,SR25,HUBBARD AVE
071484,40.9290183932,-72.747675768,NY 25,SOUND AVE
071486,40.9510130193,-72.7852539906,SR 25,SOUND AVE
071487,40.9277422491,-72.6779234582,OSBORNE AVE,MIDDLE RD
071491,40.9383072254,-72.6521108379,SR25,CR43
071493,40.9344713607,-72.7035801357,OSBORNE AVE,MILL RD
071497,40.9477905226,-72.8317878913,WADNG RVR MANO,SR 25A
071498,40.922988407,-72.6717723515,LINCOLN ST,HARRISON AVE
071502,40.9679031757,-72.709301288,SOUND AVE,TOWN BEACH
071503,40.9744701595,-72.6533836175,SOUND AVE,SOUND SHORE RD
071504,40.9815115442,-72.6107616493,SOUND AVE,SOUND SHORE RD
071505,40.9480035742,-72.7078154963,OSBORNE AVE,DOCTORS PATH
071506,40.9294771392,-72.7467219452,EDWARDS AVE,TWOMEY AVE
071508,40.9048618258,-72.7765020666,SWAN POND RD,CONNECTICUT AVE
071512,40.9615891392,-72.8505023067,N COUNTRY RD,CREEK RD
071515,40.9538871419,-72.7033823534,SR 25,CR 105
071517,40.8977553978,-72.828022016,SCHULTZ RD,SR 25
071519,40.9481561989,-72.8426341311,SR 25A,N COUNTRY RD
071520,40.9449286123,-72.7194446584,TWOMEY AVE,OSBORNE AVE
071551,40.941275048,-72.3421264312,LITTL NOYACK R,HAYGROUND RD
071552,40.9057196289,-72.383238518,EDGE OFWOODS R,SOUTHAMPTON V/
071554,40.9778579093,-72.371426783,MIDDLE LINE HWY,NOYAC RD
071557,40.9365433226,-72.3694674955,WATERMILL TOWD,MAJORS PATH
071558,40.9352466041,-72.399639043,MAJORS PATH,NOYACK RD
071564,40.9239307421,-72.3575349481,DEERFIELD RD,SCUTTLE HOLE R
071568,40.9114700443,-72.3671971921,7 PONDS RD,HEAD OF POND
071573,40.9554094798,-72.3282173424,NOYACK RD,SCUTTLE HOLE R
071576,40.8966576462,-72.5259430122,RED CREEK RD,SUNSET RD
071577,40.9005629354,-72.4181758647,SEBONAC RD,W NECK RD
071580,40.8398186126,-72.5388278879,NY 24,SQUIRETOWN RD
071584,40.8981220486,-72.5282862652,SQUIRETOWN RD,FLANDERS RD
071585,40.9559874646,-72.3796611487,DEERFIELD RD,MIDDLE LINE HWY
071588,40.9528702695,-72.3270842558,MILLSTONE RD,SAG HARBOR TPK
071617,40.9444779598,-72.2094100209,LILY POND LA,BAITING HOLLOW
071619,40.9558479323,-72.1755468773,PANTIGO RD,FURTHER LA
071620,40.9551623654,-72.1751365502,DUNEMERE LA,VILLAGE LINE
071621,40.9440636513,-72.1997585111,APAQUOGUE RD,OCEAN AVE
071622,40.9459899202,-72.1960065695,WOODS LA,END
072010,40.7232463233,-73.1740104726,MAYNARD LA,ARILINE LA
072011,40.8015597835,-73.2482646468,SUFFOLK AVE,ARTHUR ST
072047,40.7942373794,-73.2247634903,JOSHUAS PATH,CR 67
072174,40.896266282,-72.8278689449,WADING RVR MAN,PECONIC RIVER
073025,40.7936830162,-73.2767167297,DVRG RMP FRM RT908 K SB,CROOKED HILL RD
073026,40.7931095612,-73.276921203,DVRG RMPS TO 906B WB & CRKED,RT 906B LIE-SR WB (ON)
074128,40.7295416447,-73.297662509,BAYSHORE RD,KRAUSE RD
074134,40.7424502359,-73.2952251794,RT 27,BAYSHORE RD
074135,40.7371586005,-73.2797871945,BAYSHORE RD,DEAD END
074136,40.7404442265,-73.268190898,SUNRISE HWY,SPUR DR S
074140,40.7214840777,-73.2797528323,ORINOCO DR,SUNRISE HWY SVC RD
074141,40.7248273642,-73.2744095571,ORINOCO DR,SENECA DR
074201,40.7975636807,-73.201655666,WHEELER RD,HAWTHORNE AVE
074202,40.7970984867,-73.1897675692,SUFFOLK AVE,HALF MILE RD
074203,40.7654820167,-73.2739031402,LOCUST DR,PINE AIRE DR
074206,40.7761715093,-73.2462301933,ARBELL DR,SUFFOLK AVE
074210,40.7781373055,-73.1897967117,ATLANTIC ST,E WALNUT ST
074212,40.7569882333,-73.2452893434,STATE PKWY 908,CANDELWOOD RD
074215,40.7508143842,-73.2232896188,COMMACK RD,SPUR DR S
074224,40.8048643688,-73.1444853278,JOHNSON AVE,NICHOLS RD
074225,40.8039406999,-73.1667143923,ISLANDIA VL,TERRY RD
074234,40.7455497135,-73.2412551614,GUNTHER AVE,FLORIDA AVE
074239,40.729780371,-73.2355959477,MAIN ST,NEVADA AVE
074249,40.7690028193,-73.1160645341,SYCAMORE AVE,SMITHTOWN AVE
074252,40.7766322619,-73.0837841881,CHURCH ST,VETERANS MEM HWY
074258,40.7256261567,-73.1571200472,RIVER RD,RIVERA CT
074370,40.7654178403,-73.0515377353,SUNRISE S SERV RD,NICOLLS RD
074449,40.9549844099,-72.7503335676,YOUNGS AVE,SOUND AVE
074450,40.9423091588,-72.7113503969,MILL RD,SOUND AVE
074452,40.9555798002,-72.6929752674,REEVE AVE,SOUND AVE
074455,40.9685841939,-72.7027893901,SOUND AVE,LINDA LA E
074456,40.938485839,-72.7357610887,DEEP HOLE RD,YOUNGS AVE
074457,40.9523411832,-72.6618900232,OAK,REEVES AVE
074460,40.937444056,-72.677524177,CR 58,MIDDLE RD
074465,40.9279808094,-72.6839600246,HARRISON AVE,CR 58
074473,40.9431283357,-72.6201643867,MAIN RD SR 25,PHILLIPS LA
074484,40.8542568696,-72.600335432,SPINNY RD,QUOGUE RIVERHEAD RD
076010,40.9521172747,-72.3940821968,ROSES GROVE RD,N SEA RD
076057,40.717552265,-73.2364990528,AWIXA AVE,E MAIN ST
076230,40.746754249,-73.1698496819,JERICHO ST,E ROSLYN ST
076331,40.7682258617,-73.0663841257,MONTAUK HWY,CHURCH ST
076690,40.7540922969,-73.2273246102,BERTRAM ST,CANDLEWOOD RD
077033,40.7369780107,-73.1983029599,CR 50 / UNION BLVD,SR 906C
077034,40.7422383342,-73.1690970931,RT 27A,JERICHO ST
077036,40.73953015,-73.1122778391,KATHRINE PL,RIVERDALE AVE
077037,40.7409401424,-73.0955746326,BROOK ST,TARIFF ST
077038,40.7414687953,-73.0883233264,MONTAUK HWY,TARIFF ST
077110,40.9097494674,-72.3585274045,MONTAUK HWY,HEAD OF POND
077201,40.9189917341,-72.6727913793,SR 25,OSBORNE AVE
077202,40.9184682936,-72.6709573478,SR 25,OSBORNE AVE
077204,40.9209256669,-72.6668692359,SR 25,PULASKI ST
077206,40.9206916768,-72.6615457069,SR 25,ST JOHNS CEMEM
077207,40.920973058,-72.6956402537,SR 25,CR 43
077209,40.9202937548,-72.6574748524,SR 25,CR 43
077225,40.9446534129,-72.5856605898,WEST ST,SR 25
110007,42.63655,-73.78144,MCALPIN ST,START 9W/443 OLAP
110117,42.73513,-73.93945,START 20/146 OLAP,Alb/Schen Co Line
110137,42.72597,-73.76006,MAXWELL RD,RT 155
110604,42.8173,-73.73043,JCT RT 9R NORTH,Alb/Sara Co Line
111019,42.64328,-73.75368,RENSSELAER ST,MADISON AVE
111230,42.66141,-73.81974,KRUMKILL RD,BUCKINGHAM DR
111238,42.67055,-73.81138,SR85 RAMP,WESTERN AVE
111240,42.65027,-73.75616,MADISON AVE,STATE ST
111241,42.65291,-73.75399,WASHINGTON/EAGLE,COLUMBIA PL
111243,42.64118,-73.77293,SECOND AVE,GARDEN ST
111244,42.63722,-73.77384,SECOND AVE,MCCARTY AVE
111245,42.64175,-73.7723,FRISBEE AVE EX,SLINGERLAND ST
111248,42.65097,-73.80054,SYCAMORE ST,MANNING BLVD S
111249,42.63748,-73.77734,MCCARTHY AVE,SECOND AVE
111250,42.65003,-73.75572,LODGE ST,EAGLE ST
111251,42.64777,-73.75307,BROADWAY,SO PEARL ST
111267,42.64585,-73.75387,BROADWAY,S PEARL ST
111270,42.65334,-73.80123,WHITEHALL RD,NEW SCOTLAND A
111271,42.65818,-73.79576,NEW SCOTLAND A,WOODLAWN AVE
111272,42.66411,-73.78931,WOODLAWN AVE,MADISON AVE
111281,42.63754,-73.78807,DELAWARE AVE,SOUTHERN BLVD
111282,42.63553,-73.77484,SOUTHERN BLVD,FRISBEE ST
111283,42.65312,-73.77209,DELAWARE AVE,ROBIN ST
111285,42.66203,-73.78777,PARTRIDGE ST,MAIN AVE
111292,42.66422,-73.79307,PARTRIDGE ST,S MANNING BLVD
111298,42.64396,-73.77055,DELAWARE ST,MORTON AVE
112077,42.81599,-73.72954,COHOES CITY LINE,LOUDON RD
120446,44.08726,-73.67616,87I OVER EXIT 30 UNDERWOOD,RT 73 JCT
120457,44.30174,-73.40227,CR  8 WADHAM MILLS,CR 14
120458,44.48726,-73.48575,START 9/22 OLAP,Essex/Clint Co Line
120466,44.21398,-73.58657,I-87 OVER - EXIT 31,START 9/9N OLAP
120539,44.24121,-73.56903,END 9/9N OLAP,CR 10 LEWIS
126074,43.77273,-73.9316,CR 29,MINERVA STREAM
126737,44.21666,-73.59081,C.R. 10,RT. 9
127004,44.35907,-73.40193,CR 57 REBER,NY 22
128003,43.88787,-73.40475,NY22/9N,NY 22 & 74
140007,42.63202,-73.72888,RT 915E JCT,CR 59
140008,42.70225,-73.68826,MORRISON AVE,CAMPBELL AVE
140027,42.93252,-73.35995,START 22/67 OLAP,Rens/Wash Co Line
140054,42.77138,-73.68006,Alb/Rens Co Line,RT 4 END RT 470
140067,42.89258,-73.36076,END 7/22 OLAP,CHURCH ST HOOSICK FALLS
140071,42.63931,-73.74574,BROADWAY RENSSELAER,WASHINGTON ST
140075,42.90732,-73.58299,END 40/67 OLAP VILL OF SCHAG,STATE ST VALLEY FALLS
140097,42.62341,-73.7386,CR 59 HAMPTON MANOR,CITY OF RENSSELAER
140100,42.63699,-73.73085,RENSSELAER CL / EAST GREENBU,RT 915E JCT
